pl_name,hostname,sy_snum,rastr,ra,decstr,dec,sy_dist,sy_disterr1,sy_disterr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2
Kepler-1780 b,Kepler-1780,1,19h36m20.14s,294.0839282,+42d48m34.24s,42.8095104,790.516,14.6085,-14.6085,14.9304,0.000315,-0.000315
Kepler-1781 b,Kepler-1781,1,19h26m50.76s,291.7114906,+42d20m29.43s,42.3415097,962.63,34.958,-32.63,15.7348,0.000645,-0.000645
Kepler-1782 b,Kepler-1782,1,18h43m42.28s,280.926162,+44d05m16.09s,44.0878036,305.792,1.39,-1.377,13.7041,0.000428,-0.000428
Kepler-1783 b,Kepler-1783,1,19h48m05.06s,297.0210984,+41d22m37.80s,41.3771655,264.078,1.232,-1.22,13.0982,0.000764,-0.000764
Kepler-1784 b,Kepler-1784,1,19h51m49.00s,297.9541684,+44d40m02.82s,44.6674491,883.045,21.309,-20.344,15.1562,0.000436,-0.000436
Kepler-1785 b,Kepler-1785,1,19h43m10.12s,295.7921797,+47d36m00.25s,47.6000699,745.74,10.685,-10.393,14.1632,0.000264,-0.000264
Kepler-1786 b,Kepler-1786,1,19h30m21.07s,292.5877743,+38d31m19.14s,38.5219827,863.909,13.303,-13.303,14.0789,0.000225,-0.000225
Kepler-1787 b,Kepler-1787,1,19h16m15.43s,289.0643042,+47d07m02.65s,47.1174041,778.602,13.017,-12.604,14.4604,0.000268,-0.000268
Kepler-1788 b,Kepler-1788,1,19h24m53.85s,291.2243829,+45d46m41.16s,45.7780993,560.445,8.159,-7.933,15.254,0.000639,-0.000639
Kepler-1789 b,Kepler-1789,1,18h51m27.15s,282.8631419,+41d47m47.88s,41.7966332,611.461,7.918,-7.722,14.3155,0.000256,-0.000256
Kepler-179 b,Kepler-179,1,19h54m39.27s,298.6636163,+47d45m42.96s,47.7619329,605.68,6.565,-6.565,14.6031,0.000311,-0.000311
Kepler-179 c,Kepler-179,1,19h54m39.27s,298.6636163,+47d45m42.96s,47.7619329,605.68,6.565,-6.565,14.6031,0.000311,-0.000311
Kepler-1790 b,Kepler-1790,1,19h38m16.05s,294.5668577,+46d04m32.63s,46.0757312,1070.17,21.84,-20.99,14.0943,0.000228,-0.000228
Kepler-1791 b,Kepler-1791,1,18h57m57.68s,284.4903166,+42d38m53.75s,42.6482636,602.218,,,13.4138,0.000409,-0.000409
Kepler-1792 b,Kepler-1792,1,19h39m21.62s,294.8400788,+39d05m09.51s,39.0859757,601.029,9.824,-9.519,15.1726,0.000508,-0.000508
Kepler-1793 b,Kepler-1793,1,19h27m39.11s,291.9129477,+40d57m14.14s,40.9539265,1189.88,53.57,-53.57,15.9003,0.000889,-0.000889
Kepler-1794 b,Kepler-1794,1,20h02m28.72s,300.6196594,+45d47m19.70s,45.7888068,561.229,10.563,-10.187,15.2846,0.00045,-0.00045
Kepler-1795 b,Kepler-1795,1,19h05m55.02s,286.4792568,+39d16m11.57s,39.2698793,,,,15.7903,0.00537,-0.00537
Kepler-1796 b,Kepler-1796,1,20h06m10.33s,301.5430397,+44d36m20.25s,44.6056251,825.883,15.474,-14.924,14.354,0.000262,-0.000262
Kepler-1797 b,Kepler-1797,1,19h29m51.42s,292.4642406,+45d58m05.81s,45.9682799,1338.49,41.195,-41.195,15.293,0.000384,-0.000384
Kepler-1798 b,Kepler-1798,1,19h26m54.29s,291.7262251,+37d31m44.28s,37.528968,395.196,6.0225,-6.0225,15.6827,0.000678,-0.000678
Kepler-1799 b,Kepler-1799,1,19h13m14.09s,288.3086994,+51d28m42.01s,51.4783348,2254.69,160.37,-140.85,15.826,0.000572,-0.000572
Kepler-18 b,Kepler-18,1,19h52m19.07s,298.0794448,+44d44m46.49s,44.746248,433.047,3.204,-3.158,13.5393,0.000219,-0.000219
Kepler-18 c,Kepler-18,1,19h52m19.07s,298.0794448,+44d44m46.49s,44.746248,433.047,3.204,-3.158,13.5393,0.000219,-0.000219
Kepler-18 d,Kepler-18,1,19h52m19.07s,298.0794448,+44d44m46.49s,44.746248,433.047,3.204,-3.158,13.5393,0.000219,-0.000219
Kepler-180 b,Kepler-180,1,19h42m17.10s,295.5712566,+49d46m28.25s,49.774514,695.65,8.646,-8.44,14.325,0.000252,-0.000252
Kepler-180 c,Kepler-180,1,19h42m17.10s,295.5712566,+49d46m28.25s,49.774514,695.65,8.646,-8.44,14.325,0.000252,-0.000252
Kepler-1800 b,Kepler-1800,1,19h50m36.32s,297.6513317,+40d21m08.70s,40.3524154,350.455,2.105,-2.081,13.0751,0.000252,-0.000252
Kepler-1801 b,Kepler-1801,1,19h40m39.36s,295.1640095,+39d12m05.05s,39.2014024,839.332,15.956,-15.38,15.0715,0.000802,-0.000802
Kepler-1801 c,Kepler-1801,1,19h40m39.36s,295.1640095,+39d12m05.05s,39.2014024,839.332,15.956,-15.38,15.0715,0.000802,-0.000802
Kepler-1802 b,Kepler-1802,1,20h00m58.10s,300.2420869,+44d08m28.63s,44.1412854,636.694,49.122,-42.646,16.5052,0.001139,-0.001139
Kepler-1802 c,Kepler-1802,1,20h00m58.10s,300.2420869,+44d08m28.63s,44.1412854,636.694,49.122,-42.646,16.5052,0.001139,-0.001139
Kepler-1804 b,Kepler-1804,1,20h05m22.29s,301.3428675,+44d40m19.83s,44.672175,434.456,5.71,-5.567,14.4269,0.000485,-0.000485
Kepler-1805 b,Kepler-1805,1,19h00m20.77s,285.0865387,+40d53m56.58s,40.8990506,221.639,1.2465,-1.2465,14.8955,0.000409,-0.000409
Kepler-1806 b,Kepler-1806,1,19h10m08.39s,287.5349528,+49d48m05.86s,49.8016283,978.066,34.534,-32.293,15.9071,0.000896,-0.000896
Kepler-1807 b,Kepler-1807,1,19h26m11.86s,291.5494119,+44d31m38.20s,44.5272788,1299.32,29.89,-29.89,13.9341,0.000267,-0.000267
Kepler-1808 b,Kepler-1808,1,19h09m10.19s,287.2924737,+39d22m59.53s,39.3832039,1022.01,28.14,-26.691,15.2356,0.000372,-0.000372
Kepler-1809 b,Kepler-1809,1,19h21m03.64s,290.2651662,+40d32m54.58s,40.5484937,409.602,3.3295,-3.3295,14.1375,0.000232,-0.000232
Kepler-181 b,Kepler-181,1,19h44m36.31s,296.1512831,+50d05m44.81s,50.0957806,609.283,7.946,-7.946,14.7137,0.000314,-0.000314
Kepler-181 c,Kepler-181,1,19h44m36.31s,296.1512831,+50d05m44.81s,50.0957806,609.283,7.946,-7.946,14.7137,0.000314,-0.000314
Kepler-1810 b,Kepler-1810,1,19h27m15.12s,291.8129995,+38d05m17.15s,38.0880964,1009.87,29.455,-29.455,15.2968,0.000468,-0.000468
Kepler-1811 b,Kepler-1811,1,19h19m55.04s,289.9793241,+40d08m34.03s,40.1427848,1390.56,53.53,-49.77,15.1431,0.000361,-0.000361
Kepler-1812 b,Kepler-1812,1,19h52m20.28s,298.0845087,+40d16m59.71s,40.2832525,1409.19,59.26,-54.74,15.303,0.000423,-0.000423
Kepler-1813 b,Kepler-1813,1,19h28m57.58s,292.2399069,+48d30m41.48s,48.5115214,,,,15.5361,0.00129,-0.00129
Kepler-1814 b,Kepler-1814,1,19h00m52.00s,285.2166767,+41d16m56.80s,41.2824449,726.346,15.267,-14.661,15.607,0.000536,-0.000536
Kepler-1814 c,Kepler-1814,1,19h00m52.00s,285.2166767,+41d16m56.80s,41.2824449,726.346,15.267,-14.661,15.607,0.000536,-0.000536
Kepler-1815 b,Kepler-1815,1,20h00m40.91s,300.170472,+43d59m05.66s,43.9849048,1006.63,33.13,-31.11,15.3701,0.000403,-0.000403
Kepler-1816 b,Kepler-1816,1,19h47m24.24s,296.8509823,+50d41m55.58s,50.6987736,437.823,3.599,-3.599,14.4553,0.000253,-0.000253
Kepler-1817 b,Kepler-1817,1,18h48m08.00s,282.0333419,+44d28m40.78s,44.4779955,748.569,12.972,-12.545,15.1345,0.000417,-0.000417
Kepler-1818 b,Kepler-1818,1,18h57m18.84s,284.3284866,+40d34m07.95s,40.5688741,1034.59,22.75,-21.82,14.3071,0.000229,-0.000229
Kepler-1819 b,Kepler-1819,1,19h46m14.41s,296.5600307,+46d51m26.87s,46.8574644,1363.19,52.74,-49,15.3187,0.000433,-0.000433
Kepler-182 b,Kepler-182,1,19h19m19.23s,289.8301128,+50d35m10.33s,50.5862025,1549.09,50.53,-50.53,14.8737,0.000342,-0.000342
Kepler-182 c,Kepler-182,1,19h19m19.23s,289.8301128,+50d35m10.33s,50.5862025,1549.09,50.53,-50.53,14.8737,0.000342,-0.000342
Kepler-1820 b,Kepler-1820,1,19h46m51.06s,296.71274,+48d16m20.22s,48.2722828,1425.39,59.7,-55.15,15.6919,0.000464,-0.000464
Kepler-1821 b,Kepler-1821,1,19h38m06.11s,294.5254573,+49d52m20.94s,49.872484,799.699,12.0365,-12.0365,14.6369,0.000314,-0.000314
Kepler-1822 b,Kepler-1822,1,19h49m08.52s,297.2855,+41d18m20.06s,41.3055733,897.597,30.699,-28.766,15.5694,0.000455,-0.000455
Kepler-1823 b,Kepler-1823,1,18h55m01.15s,283.754777,+45d20m06.45s,45.335125,724.971,8.524,-8.331,13.3209,0.000242,-0.000242
Kepler-1824 b,Kepler-1824,1,19h46m49.73s,296.7071957,+41d12m13.03s,41.2036197,1040.1,26.41,-25.15,14.6752,0.000378,-0.000378
Kepler-1825 b,Kepler-1825,1,19h30m03.38s,292.5140647,+42d39m06.32s,42.6517554,430.254,3.344,-3.344,14.3827,0.000267,-0.000267
Kepler-1826 b,Kepler-1826,1,19h31m04.80s,292.7700072,+48d53m59.45s,48.8998469,336.952,3.1575,-3.1575,15.6654,0.000504,-0.000504
Kepler-1827 b,Kepler-1827,1,19h29m00.61s,292.2525301,+40d47m34.04s,40.7927895,686.461,7.863,-7.863,13.0059,0.000359,-0.000359
Kepler-1828 b,Kepler-1828,1,19h29m42.62s,292.4275963,+37d19m14.74s,37.3207616,871.81,17.8935,-17.8935,14.8984,0.000323,-0.000323
Kepler-1829 b,Kepler-1829,1,19h14m39.48s,288.664484,+51d29m54.17s,51.4983798,679.921,9.734,-9.467,15.0088,0.000313,-0.000313
Kepler-183 b,Kepler-183,1,19h34m07.39s,293.5308112,+39d18m57.36s,39.3159329,1050.64,27.69,-27.69,14.8934,0.000357,-0.000357
Kepler-183 c,Kepler-183,1,19h34m07.39s,293.5308112,+39d18m57.36s,39.3159329,1050.64,27.69,-27.69,14.8934,0.000357,-0.000357
Kepler-1830 b,Kepler-1830,1,19h40m33.37s,295.1390408,+40d58m44.59s,40.9790527,1056.88,19.185,-19.185,13.4841,0.00021,-0.00021
Kepler-1831 b,Kepler-1831,1,19h41m12.59s,295.3024604,+49d35m20.56s,49.5890456,1053.49,20.97,-20.19,15.0112,0.000277,-0.000277
Kepler-1832 b,Kepler-1832,1,19h59m24.43s,299.8517779,+43d43m55.42s,43.7320611,486.174,5.3715,-5.3715,14.3752,0.00024,-0.00024
Kepler-1833 b,Kepler-1833,1,19h23m29.14s,290.8714239,+45d24m37.01s,45.4102813,591.602,7.583,-7.396,12.5657,0.000152,-0.000152
Kepler-1834 b,Kepler-1834,1,19h38m39.52s,294.6646789,+39d47m01.85s,39.7838461,500.395,8.326,-8.063,14.9047,0.000309,-0.000309
Kepler-1834 c,Kepler-1834,1,19h38m39.52s,294.6646789,+39d47m01.85s,39.7838461,500.395,8.326,-8.063,14.9047,0.000309,-0.000309
Kepler-1835 b,Kepler-1835,1,18h41m15.56s,280.3148152,+43d59m08.48s,43.9856885,1404.38,54.7,-50.82,15.3562,0.00042,-0.00042
Kepler-1836 b,Kepler-1836,1,19h29m15.62s,292.3150933,+40d50m19.61s,40.8387799,1472.62,71.77,-65.5,15.623,0.000492,-0.000492
Kepler-1837 b,Kepler-1837,1,19h12m49.82s,288.2076012,+45d41m00.41s,45.6834463,1229.18,48.31,-44.85,15.4172,0.000435,-0.000435
Kepler-1838 b,Kepler-1838,1,19h55m58.01s,298.9917165,+40d08m32.14s,40.14226,451.242,4.866,-4.765,11.803,0.000199,-0.000199
Kepler-1839 b,Kepler-1839,1,19h36m53.87s,294.2244432,+50d04m32.07s,50.0755761,1136.6,24.98,-23.95,14.6231,0.000301,-0.000301
Kepler-184 b,Kepler-184,1,19h27m48.45s,291.9518784,+43d04m28.62s,43.0746172,610.326,6.0115,-6.0115,14.3115,0.000241,-0.000241
Kepler-184 c,Kepler-184,1,19h27m48.45s,291.9518784,+43d04m28.62s,43.0746172,610.326,6.0115,-6.0115,14.3115,0.000241,-0.000241
Kepler-184 d,Kepler-184,1,19h27m48.45s,291.9518784,+43d04m28.62s,43.0746172,610.326,6.0115,-6.0115,14.3115,0.000241,-0.000241
Kepler-1840 b,Kepler-1840,1,19h54m22.77s,298.5948803,+41d26m09.47s,41.4359643,513.107,6.7205,-6.7205,15.0578,0.000448,-0.000448
Kepler-1841 b,Kepler-1841,1,19h10m49.66s,287.7069031,+40d41m06.78s,40.6852161,631.7,7.422,-7.255,14.5268,0.000278,-0.000278
Kepler-1842 b,Kepler-1842,1,19h05m00.38s,286.2516039,+42d22m42.37s,42.3784353,923.551,19.233,-18.478,14.6804,0.000259,-0.000259
Kepler-1843 b,Kepler-1843,1,19h31m32.46s,292.8852302,+41d16m45.01s,41.279169,784.625,14.023,-14.023,12.9086,0.000273,-0.000273
Kepler-1844 b,Kepler-1844,1,19h30m45.70s,292.6903973,+37d56m04.45s,37.9345682,1804.36,133.03,-116.21,15.6915,0.000462,-0.000462
Kepler-1845 b,Kepler-1845,1,19h31m36.39s,292.9016226,+38d17m49.32s,38.297032,710.724,17.045,-17.045,15.7496,0.00054,-0.00054
Kepler-1846 b,Kepler-1846,1,19h37m33.83s,294.3909489,+44d45m46.63s,44.7629523,374.615,2.4155,-2.4155,14.1277,0.000257,-0.000257
Kepler-1847 b,Kepler-1847,1,19h46m24.34s,296.6014013,+44d19m30.82s,44.3252289,1693.86,128.57,-111.91,15.8633,0.000586,-0.000586
Kepler-1848 b,Kepler-1848,1,19h57m31.56s,299.3814921,+45d35m31.50s,45.5920846,309.696,1.518,-1.504,13.679,0.000279,-0.000279
Kepler-1849 b,Kepler-1849,1,19h01m10.06s,285.29193,+41d15m20.62s,41.2557275,631.884,11.752,-11.337,15.7002,0.000592,-0.000592
Kepler-185 b,Kepler-185,1,18h49m52.36s,282.4681674,+43d53m23.81s,43.8899464,466.735,4.744,-4.652,14.4426,0.000325,-0.000325
Kepler-185 c,Kepler-185,1,18h49m52.36s,282.4681674,+43d53m23.81s,43.8899464,466.735,4.744,-4.652,14.4426,0.000325,-0.000325
Kepler-1850 b,Kepler-1850,1,19h08m34.28s,287.1428295,+43d36m58.02s,43.6161177,250.199,1.333,-1.319,14.0882,0.000286,-0.000286
Kepler-1851 b,Kepler-1851,1,19h02m41.70s,285.6737597,+45d38m23.41s,45.6398375,1589.81,75.41,-69,15.6445,0.000506,-0.000506
Kepler-1852 b,Kepler-1852,1,19h12m07.13s,288.0297157,+40d20m39.10s,40.3441934,772.481,15.693,-15.091,15.4354,0.000508,-0.000508
Kepler-1853 b,Kepler-1853,1,18h58m59.49s,284.7478834,+46d22m24.75s,46.3735415,562.348,8.673,-8.418,15.0482,0.000504,-0.000504
Kepler-1854 b,Kepler-1854,1,19h05m08.62s,286.28593,+37d23m13.17s,37.3869915,423.348,,,14.1068,0.000391,-0.000391
Kepler-1855 b,Kepler-1855,1,18h53m36.45s,283.4018628,+41d30m58.16s,41.5161554,,,,15.7514,0.00524,-0.00524
Kepler-1856 b,Kepler-1856,1,19h43m38.20s,295.9091695,+51d20m52.36s,51.3478777,848.76,24.092,-22.821,15.3875,0.000565,-0.000565
Kepler-1857 b,Kepler-1857,1,19h45m49.37s,296.4557129,+39d35m54.73s,39.598537,853.275,17.349,-16.683,14.1486,0.000254,-0.000254
Kepler-1858 b,Kepler-1858,1,19h29m13.78s,292.3074315,+46d37m35.68s,46.626579,833.055,24.544,-24.544,15.6406,0.000605,-0.000605
Kepler-1859 b,Kepler-1859,1,19h35m57.28s,293.9886751,+46d43m04.80s,46.7179996,1331.25,43.265,-43.265,15.1088,0.000364,-0.000364
Kepler-1859 c,Kepler-1859,1,19h35m57.28s,293.9886751,+46d43m04.80s,46.7179996,1331.25,43.265,-43.265,15.1088,0.000364,-0.000364
Kepler-186 b,Kepler-186,1,19h54m36.66s,298.652736,+43d57m17.96s,43.9549884,177.594,0.774,-0.774,14.5994,0.000356,-0.000356
Kepler-186 c,Kepler-186,1,19h54m36.66s,298.652736,+43d57m17.96s,43.9549884,177.594,0.774,-0.774,14.5994,0.000356,-0.000356
Kepler-186 d,Kepler-186,1,19h54m36.66s,298.652736,+43d57m17.96s,43.9549884,177.594,0.774,-0.774,14.5994,0.000356,-0.000356
Kepler-186 e,Kepler-186,1,19h54m36.66s,298.652736,+43d57m17.96s,43.9549884,177.594,0.774,-0.774,14.5994,0.000356,-0.000356
Kepler-186 f,Kepler-186,1,19h54m36.66s,298.652736,+43d57m17.96s,43.9549884,177.594,0.774,-0.774,14.5994,0.000356,-0.000356
Kepler-1860 b,Kepler-1860,1,19h37m24.20s,294.3508497,+50d04m51.47s,50.0809627,438.703,2.628,-2.597,13.4381,0.000222,-0.000222
Kepler-1861 b,Kepler-1861,1,19h43m23.16s,295.8465148,+49d56m10.17s,49.9361586,829.985,12.3095,-12.3095,13.6519,0.000263,-0.000263
Kepler-1862 b,Kepler-1862,1,19h47m00.81s,296.7533555,+49d22m41.06s,49.3780726,1232.19,48,-44.59,15.8381,0.000519,-0.000519
Kepler-1863 b,Kepler-1863,1,18h48m57.53s,282.2397185,+43d14m38.71s,43.2440854,865.546,11.6365,-11.6365,13.4479,0.000227,-0.000227
Kepler-1864 b,Kepler-1864,1,19h18m44.82s,289.6867653,+41d35m20.10s,41.5889178,298.894,1.854,-1.831,12.0365,0.00019,-0.00019
Kepler-1865 b,Kepler-1865,1,19h35m45.90s,293.941238,+41d35m25.49s,41.5904136,922.255,27.387,-25.877,15.5426,0.000471,-0.000471
Kepler-1866 b,Kepler-1866,1,19h04m53.91s,286.2246453,+44d39m16.15s,44.6544869,976.737,18.317,-17.666,14.366,0.000259,-0.000259
Kepler-1867 b,Kepler-1867,1,19h39m59.30s,294.9971007,+43d26m09.13s,43.4358698,680.583,7.096,-6.954,13.4367,0.000196,-0.000196
Kepler-1868 b,Kepler-1868,1,19h33m11.61s,293.2983733,+43d33m20.89s,43.5558025,274.18,0.9505,-0.9505,13.8592,0.000271,-0.000271
Kepler-1869 b,Kepler-1869,1,19h30m27.60s,292.6149958,+42d45m51.64s,42.7643438,113.025,0.291,-0.291,10.0911,0.00041,-0.00041
Kepler-1869 c,Kepler-1869,1,19h30m27.60s,292.6149958,+42d45m51.64s,42.7643438,113.025,0.291,-0.291,10.0911,0.00041,-0.00041
Kepler-187 b,Kepler-187,1,19h59m11.16s,299.7964955,+44d05m21.28s,44.0892448,1143,33.31,-31.51,14.1753,0.00027,-0.00027
Kepler-187 c,Kepler-187,1,19h59m11.16s,299.7964955,+44d05m21.28s,44.0892448,1143,33.31,-31.51,14.1753,0.00027,-0.00027
Kepler-1870 b,Kepler-1870,1,19h35m44.04s,293.9335076,+40d35m26.53s,40.590704,407.216,2.752,-2.716,13.4199,0.000678,-0.000678
Kepler-1871 b,Kepler-1871,1,19h29m42.60s,292.4275044,+38d28m22.38s,38.4728824,854.623,16.7485,-16.7485,14.544,0.000272,-0.000272
Kepler-1872 b,Kepler-1872,1,18h44m11.81s,281.0491988,+43d19m21.36s,43.3225996,840.182,22.353,-21.244,15.7802,0.000628,-0.000628
Kepler-1873 b,Kepler-1873,1,19h38m23.17s,294.596557,+46d02m54.13s,46.0483705,820.957,26.2335,-26.2335,15.6097,0.000634,-0.000634
Kepler-1874 b,Kepler-1874,1,19h05m29.24s,286.3718158,+43d41m31.49s,43.692081,408.007,,,14.9565,0.003139,-0.003139
Kepler-1875 b,Kepler-1875,1,19h47m05.46s,296.7727406,+50d11m18.12s,50.1883667,1660.45,140.93,-120.86,15.0014,0.001155,-0.001155
Kepler-1876 b,Kepler-1876,1,19h56m38.52s,299.1604859,+41d08m37.67s,41.1437964,259.935,1.797,-1.773,10.7582,0.000239,-0.000239
Kepler-1877 b,Kepler-1877,1,19h39m28.06s,294.866924,+46d47m25.73s,46.7904816,285.312,1.865,-1.841,12.2289,0.000171,-0.000171
Kepler-1878 b,Kepler-1878,1,20h02m55.78s,300.7324154,+44d06m25.28s,44.1070231,1494.3,57.8,-53.71,15.403,0.000426,-0.000426
Kepler-1879 b,Kepler-1879,1,19h17m27.46s,289.3644209,+41d31m59.73s,41.5332589,627.171,8.988,-8.741,12.7877,0.000203,-0.000203
Kepler-188 b,Kepler-188,1,18h45m07.13s,281.2797173,+44d18m55.71s,44.3154743,968.544,22.38,-21.409,14.6336,0.000337,-0.000337
Kepler-188 c,Kepler-188,1,18h45m07.13s,281.2797173,+44d18m55.71s,44.3154743,968.544,22.38,-21.409,14.6336,0.000337,-0.000337
Kepler-1880 b,Kepler-1880,1,19h11m18.35s,287.8264561,+40d41m47.76s,40.6965988,611.041,12.203,-11.743,15.8887,0.000619,-0.000619
Kepler-1881 b,Kepler-1881,1,19h34m33.43s,293.6393065,+44d58m57.16s,44.9825447,1057.21,40.825,-40.825,15.8603,0.000519,-0.000519
Kepler-1882 b,Kepler-1882,1,19h22m39.38s,290.6640856,+43d29m59.23s,43.4997866,443.371,4.273,-4.194,12.4303,0.000139,-0.000139
Kepler-1883 b,Kepler-1883,1,19h27m41.41s,291.922557,+42d00m09.08s,42.002522,1377.61,70.81,-64.32,15.5406,0.000455,-0.000455
Kepler-1884 b,Kepler-1884,1,19h46m59.14s,296.7463986,+43d02m43.51s,43.0454207,1443.09,54.04,-50.34,15.2294,0.000344,-0.000344
Kepler-1885 b,Kepler-1885,1,19h15m00.17s,288.7507112,+47d29m27.31s,47.4909206,818.482,14.945,-14.429,14.7999,0.00035,-0.00035
Kepler-1886 b,Kepler-1886,1,19h45m03.48s,296.2645118,+39d24m21.51s,39.4059745,1059.51,39.72,-37,15.4559,0.00045,-0.00045
Kepler-1887 b,Kepler-1887,1,19h15m49.33s,288.9555263,+44d42m20.55s,44.705707,1366.18,78.15,-70.28,15.9544,0.00059,-0.00059
Kepler-1888 b,Kepler-1888,1,19h17m34.69s,289.3945523,+41d46m56.13s,41.7822597,402.947,4.585,-4.485,11.8773,0.00018,-0.00018
Kepler-1889 b,Kepler-1889,1,19h48m47.82s,297.1992577,+41d13m35.19s,41.2264404,1395.13,69.24,-63.08,15.5173,0.000493,-0.000493
Kepler-189 b,Kepler-189,1,19h10m15.51s,287.5646296,+44d18m18.24s,44.3050662,591.534,7.134,-6.969,14.8213,0.00034,-0.00034
Kepler-189 c,Kepler-189,1,19h10m15.51s,287.5646296,+44d18m18.24s,44.3050662,591.534,7.134,-6.969,14.8213,0.00034,-0.00034
Kepler-1890 b,Kepler-1890,1,19h30m18.68s,292.5778203,+40d40m04.45s,40.6679032,529.596,6.754,-6.588,12.779,0.000207,-0.000207
Kepler-1891 b,Kepler-1891,1,19h20m10.52s,290.0438524,+44d22m13.93s,44.3705375,596.24,6.0705,-6.0705,14.2754,0.000661,-0.000661
Kepler-1892 b,Kepler-1892,1,19h56m19.44s,299.081007,+42d01m05.14s,42.0180957,851.595,25.704,-24.265,15.4008,0.000457,-0.000457
Kepler-1893 b,Kepler-1893,1,19h53m36.31s,298.4012866,+44d50m17.42s,44.8381709,1050.72,27.41,-26.07,14.8964,0.000277,-0.000277
Kepler-1894 b,Kepler-1894,1,19h42m20.75s,295.5864604,+49d40m00.67s,49.6668523,935.191,24.745,-23.523,15.3627,0.000407,-0.000407
Kepler-1894 c,Kepler-1894,1,19h42m20.75s,295.5864604,+49d40m00.67s,49.6668523,935.191,24.745,-23.523,15.3627,0.000407,-0.000407
Kepler-1895 b,Kepler-1895,1,19h26m42.14s,291.6756005,+48d45m45.15s,48.7625419,984.187,29.853,-28.173,15.4813,0.000702,-0.000702
Kepler-1896 b,Kepler-1896,1,19h18m42.86s,289.6785786,+40d14m58.73s,40.2496475,1732.91,100.03,-89.87,15.7001,0.000415,-0.000415
Kepler-1897 b,Kepler-1897,1,19h37m09.63s,294.2901043,+39d07m36.74s,39.126871,983.174,37.276,-34.689,16.0047,0.000481,-0.000481
Kepler-1898 b,Kepler-1898,1,19h08m49.39s,287.2058009,+38d29m53.49s,38.4981903,360.921,1.897,-1.878,13.1697,0.000232,-0.000232
Kepler-1899 b,Kepler-1899,1,19h28m08.01s,292.0333777,+37d58m28.04s,37.9744551,711.509,18.482,-18.482,15.9493,0.000525,-0.000525
Kepler-19 b,Kepler-19,1,19h21m41.03s,290.4209694,+37d51m05.96s,37.8516556,218.562,0.975,-0.966,11.8763,0.000173,-0.000173
Kepler-19 c,Kepler-19,1,19h21m41.03s,290.4209694,+37d51m05.96s,37.8516556,218.562,0.975,-0.966,11.8763,0.000173,-0.000173
Kepler-19 d,Kepler-19,1,19h21m41.03s,290.4209694,+37d51m05.96s,37.8516556,218.562,0.975,-0.966,11.8763,0.000173,-0.000173
Kepler-190 b,Kepler-190,1,19h14m20.15s,288.5839761,+44d44m01.57s,44.7337701,433.387,2.767,-2.733,14.1175,0.000246,-0.000246
Kepler-190 c,Kepler-190,1,19h14m20.15s,288.5839761,+44d44m01.57s,44.7337701,433.387,2.767,-2.733,14.1175,0.000246,-0.000246
Kepler-1900 b,Kepler-1900,1,19h27m32.72s,291.8863206,+44d28m44.51s,44.4790319,1540.43,84.63,-76.4,15.2816,0.00049,-0.00049
Kepler-1901 b,Kepler-1901,1,19h24m39.45s,291.1643587,+45d19m05.90s,45.3183061,1028.37,25.8,-24.58,14.9006,0.000364,-0.000364
Kepler-1902 b,Kepler-1902,1,19h30m57.04s,292.7376545,+42d00m53.21s,42.0147792,344.337,6.478,-6.247,15.662,0.00061,-0.00061
Kepler-1903 b,Kepler-1903,1,19h23m33.19s,290.8882981,+51d14m53.38s,51.2481617,1775.44,79.1,-72.76,15.3413,0.000417,-0.000417
Kepler-1904 b,Kepler-1904,1,19h15m29.86s,288.8744026,+51d09m15.20s,51.1542215,270.854,2.2715,-2.2715,15.7421,0.000613,-0.000613
Kepler-1905 b,Kepler-1905,1,19h30m17.60s,292.5733475,+46d22m00.58s,46.3668273,1051.53,32.45,-32.45,14.9902,0.000439,-0.000439
Kepler-1906 b,Kepler-1906,1,19h35m18.39s,293.8266166,+38d51m23.73s,38.8565906,1360.63,51.75,-48.14,14.9602,0.000295,-0.000295
Kepler-1907 b,Kepler-1907,1,18h42m50.06s,280.7085829,+47d19m40.52s,47.3279236,292.111,1.333,-1.322,13.7309,0.000235,-0.000235
Kepler-1907 c,Kepler-1907,1,18h42m50.06s,280.7085829,+47d19m40.52s,47.3279236,292.111,1.333,-1.322,13.7309,0.000235,-0.000235
Kepler-1909 b,Kepler-1909,1,19h23m33.46s,290.889409,+42d27m34.65s,42.4596251,763.662,17.9405,-17.9405,15.7907,0.000477,-0.000477
Kepler-191 b,Kepler-191,1,19h24m44.00s,291.1833211,+45d19m23.14s,45.3230937,594.464,7.885,-7.885,14.7758,0.000578,-0.000578
Kepler-191 c,Kepler-191,1,19h24m44.00s,291.1833211,+45d19m23.14s,45.3230937,594.464,7.885,-7.885,14.7758,0.000578,-0.000578
Kepler-191 d,Kepler-191,1,19h24m44.00s,291.1833211,+45d19m23.14s,45.3230937,594.464,7.885,-7.885,14.7758,0.000578,-0.000578
Kepler-1910 b,Kepler-1910,1,19h46m28.12s,296.6171677,+41d16m52.20s,41.2811677,,,,15.5768,0.002632,-0.002632
Kepler-1911 b,Kepler-1911,1,19h57m12.85s,299.303559,+41d26m27.68s,41.4410233,269.912,2.028,-1.998,12.1119,0.000204,-0.000204
